All Transactions Activity Types

Account Activity for Individual Brokerage -4702 from 2024-07-17 to 2026-07-17

Total:,-1815.91

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
12/04/25,12/04/25,12/05/25,Bought To Cover,CALL SPOT   12/05/25   590.000,SPOT,--,1.0,0.08,-8.01,0.01,--,--
12/04/25,12/04/25,12/05/25,Sold To Close,CALL SPOT   12/05/25   585.000,SPOT,--,-1.0,0.13,12.49,0.51,--,--
12/02/25,12/02/25,12/03/25,Bought To Open,CALL ULTA   12/05/25   585.000,ULTA,--,1.0,7.1,-710.51,0.51,--,--
12/02/25,12/02/25,12/03/25,Sold Short,PUT  ULTA   12/05/25   510.000,ULTA,--,-1.0,7.8,779.49,0.51,--,--
12/02/25,12/02/25,12/03/25,Sold Short,CALL ULTA   12/05/25   580.000,ULTA,--,-1.0,8.95,894.49,0.51,--,--
12/02/25,12/02/25,12/03/25,Bought To Open,PUT  ULTA   12/05/25   505.000,ULTA,--,1.0,7.55,-755.51,0.51,--,--
12/01/25,12/01/25,12/01/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,87.88,0.0,--,--
12/01/25,12/01/25,12/01/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-87.88,0.0,--,--
12/01/25,12/01/25,12/02/25,Sold Short,CALL SPOT   12/05/25   592.500,SPOT,--,-1.0,5.68,567.48,0.52,--,--
12/01/25,12/01/25,12/02/25,Bought To Open,CALL SPOT   12/05/25   582.500,SPOT,--,1.0,9.58,-958.52,0.52,--,--
12/01/25,12/01/25,12/02/25,Bought To Open,CALL SPOT   12/05/25   585.000,SPOT,--,1.0,9.75,-975.52,0.52,--,--
12/01/25,12/01/25,12/02/25,Sold Short,CALL SPOT   12/05/25   590.000,SPOT,--,-1.0,7.62,761.48,0.52,--,--
12/01/25,12/01/25,11/28/25,Option Expired,CALL SPOT   11/28/25   605.000,SPOT,--,1.0,,0.0,0.0,--,--
12/01/25,12/01/25,11/28/25,Option Expired,CALL SPOT   11/28/25   610.000,SPOT,--,-1.0,,0.0,0.0,--,--
12/01/25,12/01/25,11/28/25,Option Assigned,CALL ULTA   11/28/25   530.000,ULTA,--,2.0,,0.0,0.0,--,--
12/01/25,12/01/25,11/28/25,Option Expired,PUT  ULTA   11/28/25   495.000,ULTA,--,-2.0,,0.0,0.0,--,--
12/01/25,12/01/25,11/28/25,Option Expired,PUT  ULTA   11/28/25   500.000,ULTA,--,2.0,,0.0,0.0,--,--
12/01/25,12/01/25,11/28/25,Option Expired,PUT  SPOT   11/28/25   560.000,SPOT,--,-1.0,,0.0,0.0,--,--
12/01/25,12/01/25,11/28/25,Option Exercised,CALL ULTA   11/28/25   535.000,ULTA,--,-2.0,,0.0,0.0,--,--
12/01/25,12/01/25,11/28/25,Option Expired,PUT  SPOT   11/28/25   565.000,SPOT,--,1.0,,0.0,0.0,--,--
12/01/25,12/01/25,12/01/25,Sold,ULTA BEAUTY INC,ULTA,--,-200.0,530.0,105999.97,0.0,--,--
12/01/25,12/01/25,12/01/25,Bought,ULTA BEAUTY INC,ULTA,--,200.0,535.0,-107000.0,0.0,--,--
11/28/25,11/28/25,11/28/25,Margin Interest,Thru 11/30/25 for 21 days,--,--,,,-10.84,0.0,--,--
11/26/25,11/26/25,11/26/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-87.88,0.0,--,--
11/26/25,11/26/25,11/26/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,87.88,0.0,--,--
11/25/25,11/25/25,11/26/25,Sold Short,CALL SOFI   12/19/25    30.000,SOFI,--,-1.0,1.1,109.48,0.52,--,--
11/25/25,11/25/25,11/26/25,Sold Short,PUT  ULTA   11/28/25   500.000,ULTA,--,-2.0,1.62,322.96,1.03,--,--
11/25/25,11/25/25,11/26/25,Bought To Open,CALL ULTA   11/28/25   535.000,ULTA,--,2.0,2.53,-507.03,1.03,--,--
11/25/25,11/25/25,11/26/25,Bought To Open,PUT  ULTA   11/28/25   495.000,ULTA,--,2.0,1.39,-279.03,1.03,--,--
11/25/25,11/25/25,11/26/25,Sold Short,CALL ULTA   11/28/25   530.000,ULTA,--,-2.0,4.4,878.96,1.03,--,--
11/25/25,11/25/25,11/26/25,Sold Short,PUT  IBM    12/19/25   285.000,IBM,--,-1.0,4.05,404.48,0.52,--,--
11/25/25,11/25/25,11/26/25,Sold Short,PUT  SPOT   11/28/25   565.000,SPOT,--,-1.0,1.09,108.48,0.52,--,--
11/25/25,11/25/25,11/26/25,Bought To Open,PUT  SPOT   11/28/25   560.000,SPOT,--,1.0,0.51,-51.52,0.52,--,--
11/25/25,11/25/25,11/26/25,Bought To Open,CALL SPOT   11/28/25   610.000,SPOT,--,1.0,3.54,-354.52,0.52,--,--
11/25/25,11/25/25,11/26/25,Sold Short,CALL SPOT   11/28/25   605.000,SPOT,--,-1.0,5.06,505.48,0.52,--,--
11/24/25,11/24/25,11/24/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,422.81,0.0,--,--
11/24/25,11/24/25,11/24/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-422.81,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Exercised,PUT  SPOT   11/21/25   610.000,SPOT,--,-2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SPOT   11/21/25   640.000,SPOT,--,2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SPOT   11/21/25   665.000,SPOT,--,2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SPOT   11/21/25   625.000,SPOT,--,-2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SPOT   11/21/25   670.000,SPOT,--,-2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL ULTA   11/21/25   525.000,ULTA,--,5.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL ACHR   11/21/25     8.500,ACHR,--,1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Assigned,PUT  SPOT   11/21/25   615.000,SPOT,--,2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL ULTA   11/21/25   530.000,ULTA,--,-2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  ULTA   11/21/25   490.000,ULTA,--,-2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SPOT   11/21/25   645.000,SPOT,--,-2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SPOT   11/21/25   620.000,SPOT,--,2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL QUBT   11/21/25    17.000,QUBT,--,-1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL ULTA   11/21/25   527.500,ULTA,--,-3.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SOFI   11/21/25    35.000,SOFI,--,1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Exercised,PUT  SPOT   11/21/25   595.000,SPOT,--,-2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  IBM    11/21/25   255.000,IBM,--,1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  ULTA   11/21/25   495.000,ULTA,--,5.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  TSLA   11/21/25   370.000,TSLA,--,-1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL TSLA   11/21/25   425.000,TSLA,--,1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL SMCI   11/21/25    50.000,SMCI,--,-1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Assigned,PUT  SPOT   11/21/25   600.000,SPOT,--,2.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  ULTA   11/21/25   492.500,ULTA,--,-3.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  ULTA   11/21/25   500.000,ULTA,--,-1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  ULTA   11/21/25   505.000,ULTA,--,1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL TSLA   11/21/25   430.000,TSLA,--,-1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL ULTA   11/21/25   550.000,ULTA,--,1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,CALL ULTA   11/21/25   555.000,ULTA,--,-1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/21/25,Option Expired,PUT  TSLA   11/21/25   375.000,TSLA,--,1.0,,0.0,0.0,--,--
11/24/25,11/24/25,11/24/25,Bought,SPOTIFY TECHNOLOGY SA,SPOT,--,200.0,600.0,-120000.0,0.0,--,--
11/24/25,11/24/25,11/24/25,Sold,SPOTIFY TECHNOLOGY SA,SPOT,--,-200.0,595.0,118999.97,0.0,--,--
11/24/25,11/24/25,11/24/25,Bought,SPOTIFY TECHNOLOGY SA,SPOT,--,200.0,615.0,-123000.0,0.0,--,--
11/24/25,11/24/25,11/24/25,Sold,SPOTIFY TECHNOLOGY SA,SPOT,--,-200.0,610.0,121999.97,0.0,--,--
11/21/25,11/21/25,11/21/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-327.6,0.0,--,--
11/21/25,11/21/25,11/21/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,327.6,0.0,--,--
11/21/25,11/21/25,11/24/25,Bought To Cover,PUT  SPOT   11/21/25   585.000,SPOT,--,2.0,2.0,-401.03,1.03,--,--
11/21/25,11/21/25,11/24/25,Sold To Close,PUT  SPOT   11/21/25   580.000,SPOT,--,-2.0,0.35,68.96,1.03,--,--
11/20/25,11/20/25,11/20/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,-95.21,0.0,--,--
11/20/25,11/20/25,11/20/25,Transfer,TRNSFR MARGIN TO CASH,--,--,,,95.21,0.0,--,--
11/20/25,11/20/25,11/21/25,Sold Short,PUT  SPOT   11/21/25   585.000,SPOT,--,-2.0,3.93,784.96,1.03,--,--
11/20/25,11/20/25,11/21/25,Bought To Open,CALL SPOT   11/21/25   625.000,SPOT,--,2.0,0.92,-185.03,1.03,--,--
11/20/25,11/20/25,11/21/25,Bought To Open,PUT  SPOT   11/21/25   580.000,SPOT,--,2.0,2.19,-439.03,1.03,--,--
11/20/25,11/20/25,11/21/25,Sold Short,CALL SPOT   11/21/25   620.000,SPOT,--,-2.0,1.28,254.96,1.03,--,--
11/20/25,11/20/25,11/21/25,Bought To Open,CALL BITF   06/18/26     5.000,BITF,--,1.0,0.6,-60.52,0.52,--,--
11/20/25,11/20/25,11/21/25,Sold Short,PUT  SPOT   11/21/25   600.000,SPOT,--,-2.0,5.26,1050.96,1.03,--,--
11/20/25,11/20/25,11/21/25,Sold Short,CALL SPOT   11/21/25   640.000,SPOT,--,-2.0,0.28,54.96,1.03,--,--
11/20/25,11/20/25,11/21/25,Bought To Open,PUT  SPOT   11/21/25   595.000,SPOT,--,2.0,3.08,-617.03,1.03,--,--
11/20/25,11/20/25,11/21/25,Bought To Open,CALL SPOT   11/21/25   645.000,SPOT,--,2.0,0.36,-73.03,1.03,--,--
11/20/25,11/20/25,11/21/25,Bought To Open,CALL SPOT   11/21/25   670.000,SPOT,--,2.0,0.55,-111.03,1.03,--,--
11/20/25,11/20/25,11/21/25,Bought To Open,PUT  SPOT   11/21/25   610.000,SPOT,--,2.0,4.46,-893.03,1.03,--,--
11/20/25,11/20/25,11/21/25,Sold Short,PUT  SPOT   11/21/25   615.000,SPOT,--,-2.0,6.33,1264.96,1.03,--,--
11/20/25,11/20/25,11/21/25,Sold Short,CALL SPOT   11/21/25   665.000,SPOT,--,-2.0,0.78,154.96,1.03,--,--
11/19/25,11/19/25,11/20/25,Sold Short,CALL ULTA   11/21/25   525.000,ULTA,--,-1.0,1.12,111.48,0.52,--,--
11/19/25,11/19/25,11/20/25,Bought To Open,PUT  ULTA   11/21/25   492.500,ULTA,--,1.0,6.41,-641.52,0.52,--,--
11/19/25,11/19/25,11/20/25,Bought To Open,CALL ULTA   11/21/25   527.500,ULTA,--,1.0,1.2,-120.52,0.52,--,--
11/19/25,11/19/25,11/20/25,Sold Short,PUT  ULTA   11/21/25   495.000,ULTA,--,-1.0,7.65,764.48,0.52,--,--
11/19/25,11/19/25,11/20/25,Bought To Open,PUT  ULTA   11/21/25   490.000,ULTA,--,2.0,5.77,-1155.03,1.03,--,--
11/19/25,11/19/25,11/20/25,Sold Short,CALL ULTA   11/21/25   525.000,ULTA,--,-2.0,1.61,320.96,1.03,--,--
11/19/25,11/19/25,11/20/25,Sold Short,PUT  ULTA   11/21/25   495.000,ULTA,--,-2.0,7.13,1424.96,1.03,--,--
11/19/25,11/19/25,11/20/25,Bought To Open,CALL ULTA   11/21/25   530.000,ULTA,--,2.0,0.77,-155.03,1.03,--,--
11/19/25,11/19/25,11/20/25,Sold Short,PUT  ULTA   11/21/25   495.000,ULTA,--,-2.0,5.76,1150.96,1.03,--,--
11/19/25,11/19/25,11/20/25,Bought To Open,CALL ULTA   11/21/25   527.500,ULTA,--,2.0,1.57,-315.03,1.03,--,--
11/19/25,11/19/25,11/20/25,Bought To Open,PUT  ULTA   11/21/25   492.500,ULTA,--,2.0,4.75,-951.03,1.03,--,--
11/19/25,11/19/25,11/20/25,Sold Short,CALL ULTA   11/21/25   525.000,ULTA,--,-2.0,1.63,324.96,1.03,--,--
11/17/25,11/17/25,11/18/25,Bought To Open,PUT  ULTA   11/21/25   500.000,ULTA,--,1.0,5.24,-524.52,0.52,--,--
11/17/25,11/17/25,11/18/25,Sold Short,PUT  ULTA   11/21/25   505.000,ULTA,--,-1.0,6.81,680.48,0.52,--,--
11/17/25,11/17/25,11/18/25,Sold Short,CALL ULTA   11/21/25   550.000,ULTA,--,-1.0,1.03,102.48,0.52,--,--
11/17/25,11/17/25,11/18/25,Bought To Open,CALL ULTA   11/21/25   555.000,ULTA,--,1.0,0.5,-50.52,0.52,--,--
11/17/25,11/17/25,11/14/25,Option Expired,CALL ULTA   11/14/25   552.500,ULTA,--,-1.0,,0.0,0.0,--,--
11/17/25,11/17/25,11/14/25,Option Expired,PUT  SPOT   11/14/25   597.500,SPOT,--,-1.0,,0.0,0.0,--,--
11/17/25,11/17/25,11/14/25,Option Expired,PUT  ULTA   11/14/25   505.000,ULTA,--,-1.0,,0.0,0.0,--,--
11/17/25,11/17/25,11/14/25,Option Expired,PUT  SPOT   11/14/25   610.000,SPOT,--,1.0,,0.0,0.0,--,--
11/17/25,11/17/25,11/14/25,Option Expired,CALL ULTA   11/14/25   547.500,ULTA,--,1.0,,0.0,0.0,--,--
11/17/25,11/17/25,11/14/25,Option Expired,CALL SPOT   11/14/25   645.000,SPOT,--,1.0,,0.0,0.0,--,--
11/17/25,11/17/25,11/14/25,Option Expired,CALL SPOT   11/14/25   655.000,SPOT,--,-1.0,,0.0,0.0,--,--
11/17/25,11/17/25,11/14/25,Option Expired,PUT  ULTA   11/14/25   510.000,ULTA,--,1.0,,0.0,0.0,--,--
11/14/25,11/14/25,11/17/25,Bought To Cover,PUT  ULTA   11/14/25   500.000,ULTA,--,1.0,0.01,-1.02,0.02,--,--
11/14/25,11/14/25,11/17/25,Bought To Cover,CALL ULTA   11/14/25   530.000,ULTA,--,1.0,3.5,-350.52,0.52,--,--
11/14/25,11/14/25,11/17/25,Sold To Close,CALL ULTA   11/14/25   550.000,ULTA,--,-1.0,0.96,95.48,0.52,--,--
11/14/25,11/14/25,11/17/25,Sold To Close,PUT  ULTA   11/14/25   495.000,ULTA,--,-1.0,0.05,4.48,0.52,--,--
11/14/25,11/14/25,11/17/25,Sold To Close,CALL SPOT   11/14/25   647.500,SPOT,--,-1.0,4.97,496.48,0.52,--,--
11/14/25,11/14/25,11/17/25,Bought To Cover,PUT  SPOT   11/14/25   600.000,SPOT,--,1.0,0.16,-16.52,0.52,--,--
11/14/25,11/14/25,11/17/25,Sold To Close,PUT  SPOT   11/14/25   595.000,SPOT,--,-1.0,0.21,20.48,0.52,--,--
11/14/25,11/14/25,11/17/25,Bought To Cover,CALL SPOT   11/14/25   642.500,SPOT,--,1.0,6.82,-682.52,0.52,--,--
11/12/25,11/12/25,11/12/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,0.01,0.0,--,--
11/12/25,11/12/25,11/12/25,Transfer,TRNSFR CASH TO MARGIN,--,--,,,-0.01,0.0,--,--
11/12/25,11/12/25,11/12/25,Interest Income,MORGAN STANLEY BANK N.A. (Period 11/10-11/11),MSBNK,--,,,0.01,0.0,--,--
11/12/25,11/12/25,11/13/25,Sold Short,CALL ULTA   11/14/25   547.500,ULTA,--,-1.0,1.82,181.48,0.52,--,--
11/12/25,11/12/25,11/13/25,Bought To Open,CALL ULTA   11/14/25   552.500,ULTA,--,1.0,1.72,-172.52,0.52,--,--
11/12/25,11/12/25,11/13/25,Sold To Close,CALL ULTA   11/14/25   540.000,ULTA,--,-1.0,3.7,369.48,0.52,--,--
11/12/25,11/12/25,11/13/25,Bought To Open,CALL ULTA   11/14/25   550.000,ULTA,--,1.0,1.6,-160.52,0.52,--,--
11/12/25,11/12/25,11/13/25,Sold To Close,CALL SPOT   11/14/25   650.000,SPOT,--,-1.0,5.76,575.48,0.52,--,--
11/12/25,11/12/25,11/13/25,Sold Short,PUT  SPOT   11/14/25   610.000,SPOT,--,-1.0,0.96,95.48,0.52,--,--
11/12/25,11/12/25,11/13/25,Bought To Open,CALL SPOT   11/14/25   655.000,SPOT,--,1.0,4.01,-401.52,0.52,--,--
11/12/25,11/12/25,11/13/25,Bought To Cover,PUT  SPOT   11/14/25   605.000,SPOT,--,1.0,0.61,-61.52,0.52,--,--
11/12/25,11/12/25,11/13/25,Bought To Open,PUT  ULTA   11/14/25   505.000,ULTA,--,1.0,2.41,-241.52,0.52,--,--
11/12/25,11/12/25,11/13/25,Bought To Open,CALL ULTA   11/14/25   540.000,ULTA,--,1.0,1.9,-190.52,0.52,--,--
11/12/25,11/12/25,11/13/25,Sold To Close,CALL ULTA   11/14/25   535.000,ULTA,--,-1.0,4.63,462.48,0.52,--,--
11/12/25,11/12/25,11/13/25,Sold Short,PUT  ULTA   11/14/25   510.000,ULTA,--,-1.0,1.78,177.48,0.52,--,--
11/11/25,11/11/25,11/12/25,Sold Short,PUT  SPOT   11/14/25   600.000,SPOT,--,-1.0,1.21,120.48,0.52,--,--
11/11/25,11/11/25,11/12/25,Sold Short,CALL SPOT   11/14/25   642.500,SPOT,--,-1.0,6.7,669.48,0.52,--,--
11/11/25,11/11/25,11/12/25,Bought To Open,CALL SPOT   11/14/25   647.500,SPOT,--,1.0,4.73,-473.52,0.52,--,--
11/11/25,11/11/25,11/12/25,Bought To Open,PUT  SPOT   11/14/25   595.000,SPOT,--,1.0,1.08,-108.52,0.52,--,--
11/11/25,11/11/25,11/12/25,Sold Short,CALL ULTA   11/14/25   530.000,ULTA,--,-1.0,4.93,492.48,0.52,--,--
11/11/25,11/11/25,11/12/25,Bought To Open,PUT  ULTA   11/14/25   495.000,ULTA,--,1.0,2.72,-272.52,0.52,--,--
11/11/25,11/11/25,11/12/25,Sold Short,PUT  ULTA   11/14/25   500.000,ULTA,--,-1.0,2.44,243.48,0.52,--,--
11/11/25,11/11/25,11/12/25,Bought To Open,CALL ULTA   11/14/25   535.000,ULTA,--,1.0,2.55,-255.52,0.52,--,--
11/11/25,11/11/25,11/12/25,Sold Short,PUT  SPOT   11/14/25   605.000,SPOT,--,-1.0,3.04,303.48,0.52,--,--
11/11/25,11/11/25,11/12/25,Bought To Open,PUT  SPOT   11/14/25   597.500,SPOT,--,1.0,1.96,-196.52,0.52,--,--
11/11/25,11/11/25,11/12/25,Sold Short,CALL SPOT   11/14/25   645.000,SPOT,--,-1.0,3.16,315.48,0.52,--,--
11/11/25,11/11/25,11/12/25,Bought To Open,CALL SPOT   11/14/25   650.000,SPOT,--,1.0,2.14,-214.52,0.52,--,--
11/10/25,11/10/25,11/10/25,Adjustment,MARKED TO MARKET,--,--,,,4230.02,0.0,--,--
11/10/25,11/10/25,11/10/25,Adjustment,MARKED TO MARKET,--,--,,,-4230.02,0.0,--,--
11/10/25,11/10/25,11/12/25,Sold To Close,CALL IBM    12/19/25   265.000,IBM,--,-1.0,44.34,4433.48,0.52,--,--
11/10/25,11/10/25,11/12/25,Bought To Cover,INTL BUSINESS MACHINES CORP UNSOLICITED TRADE,IBM,--,100.0,307.3,-30730.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,CALL SPOT   11/07/25   652.500,SPOT,--,-1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,PUT  ULTA   11/07/25   505.000,ULTA,--,1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,CALL ULTA   11/07/25   535.000,ULTA,--,-2.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,PUT  SPOT   11/07/25   595.000,SPOT,--,-1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,PUT  ULTA   11/07/25   497.500,ULTA,--,-1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,CALL SPOT   11/07/25   647.500,SPOT,--,1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,CALL ULTA   11/07/25   530.000,ULTA,--,2.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,PUT  SPOT   11/07/25   600.000,SPOT,--,1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Assigned,CALL IBM    11/21/25   265.000,IBM,--,1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,PUT  ULTA   11/07/25   500.000,ULTA,--,-1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/07/25,Option Expired,PUT  ULTA   11/07/25   502.500,ULTA,--,1.0,,0.0,0.0,--,--
11/10/25,11/10/25,11/10/25,Sold Short,INTL BUSINESS MACHINES CORP,IBM,--,-100.0,265.0,26499.98,0.0,--,--
11/07/25,11/07/25,11/10/25,Sold To Close,CALL META   11/07/25   655.000,META,--,-1.0,0.02,1.48,0.52,--,--
11/07/25,11/07/25,11/10/25,Sold Short,CALL META   12/19/25   660.000,META,--,-1.0,15.64,1563.48,0.52,--,--
11/07/25,11/07/25,11/10/25,Bought To Open,CALL META   12/19/25   655.000,META,--,1.0,16.85,-1685.52,0.52,--,--
11/07/25,11/07/25,11/10/25,Bought To Cover,CALL META   11/07/25   660.000,META,--,1.0,0.01,-1.02,0.02,--,--
11/07/25,11/07/25,11/10/25,Sold Short,CALL ACHR   11/21/25     8.500,ACHR,--,-1.0,0.36,35.48,0.52,--,--
11/06/25,11/06/25,11/07/25,Bought To Open,CALL BMNR   12/19/25    50.000,BMNR,--,1.0,2.45,-245.52,0.52,--,--
11/06/25,11/06/25,11/07/25,Sold To Close,CALL QUBT   11/07/25    17.000,QUBT,--,-1.0,0.05,4.48,0.52,--,--
11/06/25,11/06/25,11/07/25,Bought To Open,CALL QUBT   11/21/25    17.000,QUBT,--,1.0,0.3,-30.52,0.52,--,--
11/05/25,11/05/25,11/06/25,Sold To Close,CALL SMCI   11/07/25    55.000,SMCI,--,-1.0,0.01,0.48,0.52,--,--
11/05/25,11/05/25,11/06/25,Bought To Open,CALL SMCI   11/21/25    50.000,SMCI,--,1.0,0.61,-61.52,0.52,--,--
11/05/25,11/05/25,11/06/25,Sold Short,CALL ULTA   11/07/25   530.000,ULTA,--,-1.0,3.75,374.48,0.52,--,--
11/05/25,11/05/25,11/06/25,Sold Short,PUT  ULTA   11/07/25   502.500,ULTA,--,-1.0,1.43,142.48,0.52,--,--
11/05/25,11/05/25,11/06/25,Bought To Open,PUT  ULTA   11/07/25   500.000,ULTA,--,1.0,0.95,-95.52,0.52,--,--
11/05/25,11/05/25,11/06/25,Bought To Open,CALL ULTA   11/07/25   535.000,ULTA,--,1.0,2.35,-235.52,0.52,--,--
11/05/25,11/05/25,11/06/25,Bought To Open,CALL ULTA   11/07/25   535.000,ULTA,--,1.0,1.9,-190.52,0.52,--,--
11/05/25,11/05/25,11/06/25,Sold Short,CALL ULTA   11/07/25   530.000,ULTA,--,-1.0,3.73,372.48,0.52,--,--
11/05/25,11/05/25,11/06/25,Bought To Open,PUT  ULTA   11/07/25   497.500,ULTA,--,1.0,0.73,-73.52,0.52,--,--
11/05/25,11/05/25,11/06/25,Sold Short,PUT  ULTA   11/07/25   505.000,ULTA,--,-1.0,1.22,121.48,0.52,--,--
11/05/25,11/05/25,11/06/25,Bought,ARCHER AVIATION INC CL A UNSOLICITED TRADE,ACHR,--,100.0,9.55,-955.0,0.0,--,--
11/05/25,11/05/25,11/06/25,Bought To Open,CALL SPOT   11/07/25   652.500,SPOT,--,1.0,4.61,-461.52,0.52,--,--
11/05/25,11/05/25,11/06/25,Sold Short,CALL SPOT   11/07/25   647.500,SPOT,--,-1.0,6.2,619.48,0.52,--,--
11/05/25,11/05/25,11/06/25,Sold Short,PUT  SPOT   11/07/25   600.000,SPOT,--,-1.0,1.71,170.48,0.52,--,--
11/05/25,11/05/25,11/06/25,Bought To Open,PUT  SPOT   11/07/25   595.000,SPOT,--,1.0,1.2,-120.52,0.52,--,--
11/04/25,11/04/25,11/05/25,Bought To Open,CALL SMCI   11/07/25    55.000,SMCI,--,1.0,0.5,-50.52,0.52,--,--
11/03/25,11/03/25,10/31/25,Option Expired,PUT  SPOT   10/31/25   640.000,SPOT,--,1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,CALL ULTA   10/31/25   540.000,ULTA,--,-1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,PUT  SPOT   10/31/25   635.000,SPOT,--,-1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,CALL ULTA   10/31/25   537.500,ULTA,--,1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,CALL ULTA   10/31/25   542.500,ULTA,--,-1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,CALL SPOT   10/31/25   672.500,SPOT,--,1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Exercised,CALL CLOV   10/31/25     3.000,CLOV,--,-1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,PUT  ULTA   10/31/25   502.500,ULTA,--,-2.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,PUT  ULTA   10/31/25   507.500,ULTA,--,2.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,CALL SPOT   10/31/25   677.500,SPOT,--,-1.0,,0.0,0.0,--,--
11/03/25,11/03/25,10/31/25,Option Expired,CALL ULTA   10/31/25   535.000,ULTA,--,1.0,,0.0,0.0,--,--
11/03/25,11/03/25,11/03/25,Bought,CLOVER HEALTH INVESTMENTS CL A,CLOV,--,100.0,3.0,-300.0,0.0,--,--
10/31/25,10/31/25,10/31/25,Margin Interest,Thru 10/31/25 for 31 days,--,--,,,-14.96,0.0,--,--
10/31/25,10/31/25,11/03/25,Bought To Open,CALL QUBT   11/07/25    17.000,QUBT,--,1.0,0.8,-80.52,0.52,--,--
